respondent_id,persona,age_group,gender,city_tier,occupation,monthly_income,order_frequency,meal_type,cuisine_preference,dietary_preference,addon_preference,spend_per_order,max_delivery_fee,subscription_budget,payment_method,max_wait_time,importance_speed,importance_quality,importance_fee,importance_discounts,importance_tracking,switch_trigger,group_ordering,surge_attitude,current_apps,main_frustration,scheduled_delivery,data_comfort,switch_motivation,living_situation,cooking_frequency,order_triggers,festival_ordering,trust_concern,trust_builder,past_switching,churn_reason,food_attitude,discovery_channel,nps_score,complaint_behaviour,will_adopt_raw,will_adopt_binary,is_noisy
R1502,P2_Price_Sensitive_Student,18-24,Female,Tier-2,Student,15k-30k,Once a week,Dinner|Late night,Chinese/Indo-Chinese|Street food,Non-vegetarian,Cold drink/Lassi|No sides|Dessert,400-700,Up to 80,Up to 49/month,UPI,20-30 min,3,3,3,3,3,Transparent fees|More restaurants,Rarely,Would wait,Zomato|Swiggy,Late deliveries,Yes regularly,Neutral,Friend referral|Faster delivery,Alone (PG/hostel),Never,Watching match/movie|Weekend mood,No specific pattern,Unreliable delivery,Friend recommendation,Never switched,Better discounts elsewhere,Brand loyal,Friends/WhatsApp,8,Do nothing,Definitely will use,1,1
R1503,P1_Urban_Professional,25-34,Female,Tier-2,Salaried (private),60k-1L,Daily,Dinner,Beverages/Chai|North Indian|Pizza,No preference,Raita/Chutney|Cold drink/Lassi|Extra roti/naan,200-400,Up to 30,50-99/month,Debit card,Under 20 min,4,5,2,3,5,Transparent fees,Rarely,Acceptable if justified,Zomato|Direct restaurant|Swiggy,Hidden charges,Yes occasionally,Not at all,Loyalty rewards,Alone (PG/hostel),Rarely 1-2/week,Festival/celebration,No festival ordering|Diwali|Onam,Food quality,News/media,Switched back,Restaurant left,Comfort food lover|Brand loyal,Browsing ratings,9,Leave bad review,Will not use,0,0
R1504,P2_Price_Sensitive_Student,18-24,Female,Tier-2,Student,Below 15k,Multiple times/week,Dinner|Late night|Evening snacks,Chinese/Indo-Chinese|Biryani,Non-vegetarian,Cold drink/Lassi|Extra roti/naan|No sides,Under 100,Up to 30,Not interested,UPI,30-45 min,5,3,4,4,3,Better discounts,Rarely,Acceptable if justified,ONDC|Dunzo,App crashes,No,Not at all,Friend referral|Faster delivery,Alone (PG/hostel),Almost always,Weekend mood|Festival/celebration|Watching match/movie,Diwali|No specific pattern,Food quality,Friend recommendation,Use multiple apps,Price increased,Comfort food lover|Trend follower,Friends/WhatsApp,3,Leave bad review,Likely will use,1,0
R1505,P2_Price_Sensitive_Student,25-34,Male,Tier-2,Student,Below 15k,Multiple times/week,Lunch,Pizza|South Indian,Non-vegetarian,Papad|Extra roti/naan,100-200,Up to 50,Not interested,UPI,20-30 min,3,3,4,5,3,More restaurants,Rarely,Acceptable with notice,Zomato,High delivery fee,Yes occasionally,Neutral,Heavy discounts|Faster delivery,Alone (PG/hostel),Sometimes 3-4/week,Raining/bad weather,Christmas/New Year,No refund,Money-back guarantee,Switched and stayed,Friend recommendation,Foodie explorer,Instagram/YouTube,4,Leave bad review,Unlikely to use,0,0
R1506,P2_Price_Sensitive_Student,18-24,Male,Metro,Student,Below 15k,Once a week,Evening snacks|Dinner,Biryani,Non-vegetarian,Dessert|Extra roti/naan|No sides,200-400,0 (free only),Not interested,Debit card,20-30 min,5,4,5,4,4,Better discounts,Yes occasionally,Strongly dislike,Swiggy|None|ONDC,Late deliveries,Maybe,Neutral,Friend referral|Loyalty rewards,Alone (PG/hostel),Rarely 1-2/week,Working late|Watching match/movie,No specific pattern|Navratri|No festival ordering,Payment fraud,Friend recommendation,Switched back,Bad deliveries,Brand loyal|Food as fuel,Instagram/YouTube,3,Contact support,Will not use,0,0
R1507,P3_Family_Weekend_Orderer,45-54,Male,Metro,Homemaker,30k-60k,Multiple times/week,Late night,North Indian,Eggetarian,Raita/Chutney|Cold drink/Lassi,700-1200,Up to 50,100-199/month,Debit card,45-60 min,4,4,3,3,4,Scheduled delivery|Faster delivery,Rarely,Acceptable with notice,Zomato|Direct restaurant,High delivery fee,Maybe,Neutral,Loyalty rewards,With parents,Almost always,Watching match/movie,Christmas/New Year,Food quality,Money-back guarantee,Never switched,Price increased,Foodie explorer,Search by cuisine,8,Request refund,Unlikely to use,0,0
R1508,P3_Family_Weekend_Orderer,25-34,Male,Metro,Salaried (private),30k-60k,Multiple times/week,Dinner|Late night|Lunch,Pizza,Non-vegetarian,Dessert,700-1200,Up to 80,Not interested,Debit card,20-30 min,3,5,3,3,3,More restaurants,Yes regularly,Acceptable with notice,Direct restaurant|None|Swiggy,Late deliveries,Yes regularly,Uncomfortable,Social media|Friend referral,Nuclear family,Sometimes 3-4/week,Raining/bad weather,Diwali|No specific pattern,No refund,Money-back guarantee,Never switched,Bad deliveries,Foodie explorer,Browsing ratings,9,Do nothing,Neutral/unsure,0,0
R1509,P3_Family_Weekend_Orderer,35-44,Male,Tier-2,Salaried (private),15k-30k,Multiple times/week,Lunch|Dinner,North Indian|Healthy/Salads,Non-vegetarian,Extra roti/naan,700-1200,Up to 50,50-99/month,Credit card,Under 20 min,3,5,4,3,4,Scheduled delivery|Transparent fees,Yes regularly,Would wait,Zomato|Direct restaurant,Poor support,Probably not,Neutral,Friend referral|Heavy discounts,With parents,Almost always,Festival/celebration|Raining/bad weather|Weekend mood,Durga Puja,Food quality|Payment fraud,News/media,Switched back,Restaurant left,Brand loyal,Browsing ratings,9,Request refund,Definitely will use,1,0
R1510,P4_Tier2_Explorer,Under 18,Male,Tier-2,Self-employed,30k-60k,Once a month,Late night,South Indian,Jain,Papad|Extra roti/naan|No sides,100-200,Up to 15,Up to 49/month,UPI,20-30 min,3,4,5,3,4,More restaurants,Yes regularly,Acceptable if justified,None|Dunzo,Hidden charges,Yes regularly,Comfortable,Faster delivery,With parents,Rarely 1-2/week,Working late,Eid|Navratri,Food quality|No refund,Big discount,Use multiple apps,Bad deliveries,Food as fuel,Friends/WhatsApp,4,Request refund,Likely will use,1,0
R1511,P4_Tier2_Explorer,35-44,Male,Tier-2,Self-employed,15k-30k,Once a week,Evening snacks|Lunch,Pizza,Non-vegetarian,Raita/Chutney|Dessert,100-200,0 (free only),Not interested,Cash on delivery,45-60 min,4,4,4,4,2,Transparent fees|More restaurants,Yes occasionally,Acceptable with notice,Zomato|Direct restaurant|Dunzo,Late deliveries,Yes occasionally,Not at all,Local restaurants,With roommates,Rarely 1-2/week,Festival/celebration,No festival ordering|Navratri,Payment fraud,Money-back guarantee,Never switched,Friend recommendation,Brand loyal,Friends/WhatsApp,5,Do nothing,Unlikely to use,0,0
R1512,P4_Tier2_Explorer,25-34,Male,Tier-2,Salaried (private),30k-60k,Never,Lunch|Dinner|Evening snacks,Chinese/Indo-Chinese|Desserts,Non-vegetarian,Raita/Chutney|Extra roti/naan,200-400,Up to 15,Not interested,UPI,45-60 min,4,5,4,4,3,More restaurants|Better discounts,Yes regularly,Would switch apps,Swiggy|ONDC,Wrong/cold food,No,Neutral,Faster delivery|Local restaurants,Joint family,Sometimes 3-4/week,Raining/bad weather,Eid,Platform shutting|No concerns,Friend recommendation,Use multiple apps,App bugs,Brand loyal,Always same places,10,Request refund,Unlikely to use,0,0
R1513,P6_Senior_Homemaker,55+,Female,Tier-2,Homemaker,Above 1L,2-3 times/month,Lunch|Breakfast,Desserts|Biryani|North Indian,Vegan,Papad|No sides,100-200,Up to 80,Not interested,BNPL,45-60 min,4,5,4,4,3,Scheduled delivery|Transparent fees,Yes regularly,Would wait,None|Swiggy,Hidden charges,Yes regularly,Not at all,Nothing - loyal,Joint family,Rarely 1-2/week,Guests at home|Festival/celebration|Raining/bad weather,Onam,Payment fraud,Friend recommendation,Switched and stayed,Bad deliveries,Comfort food lover,Always same places,5,Do nothing,Neutral/unsure,0,0
R1514,P1_Urban_Professional,25-34,Male,Tier-3,Salaried (private),Above 1L,Daily,Lunch|Late night,Chinese/Indo-Chinese|North Indian|Fast food,Fasting-friendly,Salad|Cold drink/Lassi|Dessert,Above 1200,Up to 50,200+/month,UPI,20-30 min,5,3,2,3,3,Better discounts|Faster delivery,Rarely,Would wait,Zomato|Swiggy,High delivery fee,Yes occasionally,Neutral,Local restaurants,With roommates,Sometimes 3-4/week,Too tired,Christmas/New Year,Data/privacy|No concerns,Familiar restaurants,Never switched,Better discounts elsewhere,Foodie explorer|Trend follower,Friends/WhatsApp,10,Contact support,Neutral/unsure,0,0
R1515,P1_Urban_Professional,25-34,Female,Metro,Freelancer,Above 1L,2-3 times/month,Dinner|Lunch|Late night,Healthy/Salads|South Indian,Vegan,Dessert|Cold drink/Lassi|Papad,Under 100,Up to 50,100-199/month,UPI,30-45 min,4,4,2,3,5,Faster delivery,Yes occasionally,Acceptable if justified,Zomato,Late deliveries,Yes occasionally,Comfortable,Friend referral,Nuclear family,Almost always,Working late,Holi|Diwali,Unreliable delivery|No refund,Friend recommendation,Use multiple apps,Better discounts elsewhere,Foodie explorer|Food as fuel,Always same places,8,Leave bad review,Neutral/unsure,0,1
R1516,P1_Urban_Professional,25-34,Male,Metro,Salaried (govt),Above 1L,Daily,Lunch,Biryani|Chinese/Indo-Chinese,Pure vegetarian,Salad|Cold drink/Lassi|Dessert,200-400,Up to 50,200+/month,UPI,20-30 min,5,3,3,3,5,Faster delivery|Better support,Rarely,Acceptable if justified,Zomato|Swiggy,High delivery fee,Yes regularly,Comfortable,Friend referral,With roommates,Rarely 1-2/week,Too tired,Holi,Food quality|No refund,Friend recommendation,Never switched,Price increased,Brand loyal,Search by cuisine,9,Request refund,Likely will use,1,0
R1517,P3_Family_Weekend_Orderer,25-34,Female,Tier-3,Self-employed,Above 1L,Once a week,Lunch|Dinner,Biryani,Jain,Papad|Extra roti/naan,400-700,More than 80,50-99/month,Wallet,30-45 min,3,4,4,3,3,More restaurants,Yes regularly,Acceptable if justified,None|Swiggy,Late deliveries,Yes regularly,Neutral,Loyalty rewards|Friend referral,Nuclear family,Almost always,Guests at home|Watching match/movie|Weekend mood,Eid|Diwali|Onam,Unreliable delivery,Familiar restaurants,Never switched,Bad deliveries,Comfort food lover,Instagram/YouTube,9,Leave bad review,Definitely will use,1,0
R1518,P5_Health_Conscious,25-34,Female,Metro,Salaried (private),Above 1L,Daily,Dinner|Evening snacks|Lunch,Chinese/Indo-Chinese,Jain,Salad|Raita/Chutney,200-400,Up to 15,200+/month,UPI,20-30 min,5,5,4,3,5,Faster delivery|More restaurants,Yes occasionally,Would wait,Swiggy|Zomato,No restaurants nearby,Maybe,Neutral,Local restaurants,Nuclear family,Sometimes 3-4/week,Weekend mood|Raining/bad weather,Onam,Food quality,Money-back guarantee,Switched and stayed,Bad deliveries,Trend follower,Friends/WhatsApp,9,Request refund,Likely will use,1,0
R1519,P1_Urban_Professional,25-34,Female,Metro,Homemaker,Above 1L,Multiple times/week,Lunch|Dinner|Late night,South Indian|Pizza,Non-vegetarian,Papad,Under 100,Up to 30,50-99/month,UPI,Under 20 min,4,3,2,3,4,Better support,Yes occasionally,Acceptable with notice,Swiggy,Wrong/cold food,Yes occasionally,Comfortable,Faster delivery,Alone (PG/hostel),Rarely 1-2/week,Festival/celebration,Durga Puja|No specific pattern|Onam,Unreliable delivery|Payment fraud,News/media,Switched back,Better discounts elsewhere,Health conscious,Browsing ratings,6,Do nothing,Neutral/unsure,0,0
R1520,P5_Health_Conscious,55+,Female,Metro,Salaried (private),60k-1L,2-3 times/month,Dinner,North Indian|Pizza,Non-vegetarian,Salad,700-1200,0 (free only),100-199/month,Wallet,20-30 min,4,5,4,3,3,Faster delivery,Yes occasionally,Acceptable with notice,Dunzo|Swiggy|Zomato,Hidden charges,Yes occasionally,Comfortable,Friend referral|Faster delivery,Alone (PG/hostel),Every meal,Weekend mood,Diwali,No refund,Friend recommendation,Switched back,Friend recommendation,Health conscious,Instagram/YouTube,10,Request refund,Neutral/unsure,0,0
R1521,P1_Urban_Professional,25-34,Male,Metro,Student,30k-60k,Multiple times/week,Lunch|Dinner|Late night,Chinese/Indo-Chinese|South Indian|Fast food,Non-vegetarian,Cold drink/Lassi|Extra roti/naan|No sides,200-400,Up to 50,Up to 49/month,UPI,20-30 min,4,5,2,2,5,Subscription plan,Yes occasionally,Strongly dislike,Swiggy,Wrong/cold food,Yes occasionally,Very comfortable,Loyalty rewards,Nuclear family,Rarely 1-2/week,Festival/celebration|Raining/bad weather,Diwali,Food quality,Money-back guarantee,Never switched,Restaurant left,Foodie explorer,Friends/WhatsApp,8,Leave bad review,Likely will use,1,0
R1522,P5_Health_Conscious,18-24,Prefer not to say,Tier-2,Self-employed,30k-60k,Once a month,Lunch|Dinner|Late night,Beverages/Chai|South Indian,Eggetarian,Salad|Extra roti/naan|Raita/Chutney,700-1200,More than 80,200+/month,Debit card,20-30 min,4,5,3,2,3,Scheduled delivery,Yes occasionally,Acceptable if justified,Swiggy|Zomato|Direct restaurant,Late deliveries,Maybe,Uncomfortable,Nothing - loyal|Local restaurants,With roommates,Almost always,Watching match/movie|Craving specific dish|Festival/celebration,No festival ordering|Eid|Diwali,Data/privacy|Food quality,Big discount,Use multiple apps,App bugs,Health conscious,App recommendation,4,Leave bad review,Likely will use,1,0
R1523,P2_Price_Sensitive_Student,25-34,Male,Metro,Student,30k-60k,2-3 times/month,Dinner|Late night|Lunch,North Indian,Non-vegetarian,Dessert|Cold drink/Lassi|Extra roti/naan,100-200,0 (free only),Up to 49/month,Debit card,20-30 min,5,2,5,4,3,Better discounts|Faster delivery,Yes occasionally,Would switch apps,Zomato,Hidden charges,Probably not,Very comfortable,Local restaurants|Faster delivery,Alone (PG/hostel),Sometimes 3-4/week,Weekend mood|Raining/bad weather|Watching match/movie,Diwali|No specific pattern,Payment fraud|Data/privacy,Familiar restaurants,Switched and stayed,Friend recommendation,Food as fuel|Comfort food lover,Browsing ratings,8,Request refund,Likely will use,1,0
R1524,P1_Urban_Professional,25-34,Male,Metro,Salaried (govt),15k-30k,Daily,Dinner|Lunch,Fast food,Vegan,Cold drink/Lassi|Extra roti/naan,200-400,Up to 50,200+/month,UPI,30-45 min,4,5,2,2,3,Faster delivery,Rarely,Acceptable with notice,Swiggy|Zomato|Dunzo,Late deliveries,Maybe,Very comfortable,Faster delivery,Alone (PG/hostel),Sometimes 3-4/week,Too tired,No specific pattern|Onam,No refund,Money-back guarantee,Never switched,Bad deliveries,Health conscious|Comfort food lover,Instagram/YouTube,10,Contact support,Likely will use,1,0
R1525,P2_Price_Sensitive_Student,55+,Female,Metro,Self-employed,15k-30k,Once a month,Evening snacks|Lunch|Late night,Biryani,Non-vegetarian,No sides|Cold drink/Lassi|Raita/Chutney,Under 100,Up to 15,50-99/month,UPI,30-45 min,5,4,4,5,2,Faster delivery,No always individual,Strongly dislike,Dunzo|Zomato,High delivery fee,Maybe,Not at all,Nothing - loyal,Alone (PG/hostel),Rarely 1-2/week,Weekend mood|Too tired,No specific pattern,Food quality|Payment fraud,Friend recommendation,Switched and stayed,Better discounts elsewhere,Health conscious,Instagram/YouTube,9,Request refund,Neutral/unsure,0,0
R1526,P1_Urban_Professional,25-34,Male,Metro,Salaried (private),30k-60k,Multiple times/week,Lunch|Dinner|Late night,Biryani|Chinese/Indo-Chinese|Fast food,Non-vegetarian,Extra roti/naan|Salad|Cold drink/Lassi,400-700,Up to 50,200+/month,Wallet,45-60 min,4,5,3,2,3,More restaurants|Scheduled delivery,Yes regularly,Acceptable with notice,Zomato|Dunzo,Wrong/cold food,Probably not,Comfortable,Heavy discounts|Friend referral,With roommates,Sometimes 3-4/week,Working late|Guests at home,Navratri,Food quality,Big discount,Use multiple apps,Better discounts elsewhere,Comfort food lover|Brand loyal,App recommendation,10,Contact support,Definitely will use,1,0
R1527,P2_Price_Sensitive_Student,25-34,Female,Metro,Student,Below 15k,Once a week,Late night,Fast food,Pure vegetarian,Extra roti/naan,200-400,Up to 50,Not interested,Cash on delivery,20-30 min,4,2,4,5,3,Faster delivery|Transparent fees,Yes occasionally,Would wait,Swiggy|Direct restaurant|Zomato,High delivery fee,Yes occasionally,Uncomfortable,Faster delivery,With roommates,Almost always,Weekend mood|Raining/bad weather|Too tired,Holi|No specific pattern|Christmas/New Year,Data/privacy|No refund,Familiar restaurants,Never switched,Better discounts elsewhere,Foodie explorer|Comfort food lover,Always same places,7,Do nothing,Likely will use,1,0
R1528,P2_Price_Sensitive_Student,18-24,Male,Metro,Student,Below 15k,2-3 times/month,Lunch|Dinner|Evening snacks,Desserts|Fast food,Non-vegetarian,Cold drink/Lassi,100-200,Up to 30,Not interested,UPI,30-45 min,4,4,4,4,2,Better discounts,Rarely,Acceptable with notice,Swiggy,High delivery fee,Yes regularly,Very comfortable,Loyalty rewards|Heavy discounts,With roommates,Rarely 1-2/week,Raining/bad weather,Diwali,Unreliable delivery,Big discount,Use multiple apps,Better discounts elsewhere,Food as fuel|Trend follower,Friends/WhatsApp,8,Contact support,Neutral/unsure,0,0
R1529,P4_Tier2_Explorer,35-44,Female,Tier-3,Salaried (private),Above 1L,Once a month,Evening snacks|Lunch,South Indian|Biryani,Pure vegetarian,Cold drink/Lassi|Salad|Raita/Chutney,100-200,Up to 15,Not interested,Cash on delivery,30-45 min,3,4,5,5,3,Better discounts|Faster delivery,Rarely,Would wait,Swiggy,Hidden charges,Probably not,Neutral,Friend referral|Heavy discounts,With parents,Almost always,Working late|Raining/bad weather,Navratri|Eid|Holi,Payment fraud|Food quality,News/media,Switched back,Bad deliveries,Foodie explorer,Instagram/YouTube,9,Post social media,Neutral/unsure,0,0
R1530,P3_Family_Weekend_Orderer,35-44,Female,Metro,Homemaker,60k-1L,2-3 times/month,Dinner,North Indian|South Indian|Chinese/Indo-Chinese,Non-vegetarian,Raita/Chutney,Above 1200,Up to 80,200+/month,UPI,20-30 min,4,4,3,4,3,Better discounts|More restaurants,Yes regularly,Would switch apps,Zomato|Swiggy,Wrong/cold food,Yes occasionally,Comfortable,Loyalty rewards,Joint family,Almost always,Too tired|Festival/celebration,Navratri,Food quality,Friend recommendation,Switched back,Better discounts elsewhere,Brand loyal|Foodie explorer,Instagram/YouTube,3,Leave bad review,Neutral/unsure,0,0
R1531,P2_Price_Sensitive_Student,18-24,Male,Metro,Student,15k-30k,2-3 times/month,Dinner|Late night|Evening snacks,Fast food|Pizza|Street food,Eggetarian,Dessert|Papad,100-200,0 (free only),Not interested,Debit card,Over 60 min,3,2,4,5,2,Transparent fees,Yes occasionally,Would wait,Zomato|Swiggy,App crashes,Maybe,Comfortable,Friend referral,With parents,Almost always,Watching match/movie|Too tired|Festival/celebration,No specific pattern|Christmas/New Year|Durga Puja,No refund,Big discount,Use multiple apps,Friend recommendation,Food as fuel,Friends/WhatsApp,10,Do nothing,Neutral/unsure,0,0
R1532,P3_Family_Weekend_Orderer,25-34,Female,Metro,Salaried (govt),60k-1L,Multiple times/week,Dinner|Evening snacks,Biryani,Non-vegetarian,Raita/Chutney|Dessert|Papad,700-1200,Up to 80,200+/month,Cash on delivery,20-30 min,3,5,4,3,3,Better discounts|Faster delivery,No always individual,Acceptable with notice,Zomato|ONDC|Swiggy,High delivery fee,Probably not,Comfortable,Local restaurants,With parents,Every meal,Watching match/movie,No specific pattern|Diwali,Unreliable delivery,Familiar restaurants,Never switched,Better discounts elsewhere,Foodie explorer,Friends/WhatsApp,1,Post social media,Definitely will use,1,0
R1533,P4_Tier2_Explorer,35-44,,Tier-3,Self-employed,,Once a month,Dinner|Late night,Biryani|North Indian|South Indian,Non-vegetarian,Cold drink/Lassi|No sides|Extra roti/naan,200-400,Up to 15,Up to 49/month,UPI,Over 60 min,3,3,5,3,3,Subscription plan|Transparent fees,Rarely,Would switch apps,Swiggy|ONDC|Direct restaurant,High delivery fee,Probably not,Comfortable,Faster delivery|Heavy discounts,Alone (PG/hostel),Sometimes 3-4/week,Too tired|Raining/bad weather,Christmas/New Year|No specific pattern|No festival ordering,Payment fraud,Big discount,Never switched,,Brand loyal,Always same places,6,Do nothing,Neutral/unsure,0,1
R1534,P1_Urban_Professional,35-44,Female,Metro,Salaried (private),30k-60k,Daily,Breakfast|Dinner,Fast food,Non-vegetarian,Salad,200-400,Up to 30,100-199/month,UPI,20-30 min,5,3,3,4,3,Transparent fees|Better discounts,Rarely,Acceptable if justified,Swiggy|None,Wrong/cold food,No,Neutral,Social media|Loyalty rewards,With roommates,Almost always,Too tired|Guests at home,Holi,No refund|Data/privacy,App store reviews,Switched and stayed,Bad deliveries,Foodie explorer|Food as fuel,Instagram/YouTube,4,Do nothing,Neutral/unsure,0,0
R1535,P2_Price_Sensitive_Student,18-24,Female,Tier-2,Student,Below 15k,Multiple times/week,Lunch|Late night|Dinner,Chinese/Indo-Chinese,Non-vegetarian,Cold drink/Lassi,Under 100,Up to 15,50-99/month,Cash on delivery,30-45 min,3,3,5,4,4,More restaurants,Yes occasionally,Acceptable if justified,Zomato|Swiggy,Wrong/cold food,Yes occasionally,Comfortable,Friend referral|Heavy discounts,Alone (PG/hostel),Never,Watching match/movie|Weekend mood,Diwali,Payment fraud,Familiar restaurants,Switched and stayed,Friend recommendation,Food as fuel,App recommendation,6,Leave bad review,Likely will use,1,0
R1536,P1_Urban_Professional,25-34,Female,Metro,Salaried (private),30k-60k,Once a week,Lunch|Late night,Fast food,Non-vegetarian,Cold drink/Lassi|Salad,400-700,Up to 80,100-199/month,UPI,30-45 min,5,5,3,4,3,Faster delivery,Yes occasionally,Strongly dislike,Swiggy|Dunzo|Direct restaurant,High delivery fee,Yes occasionally,Comfortable,Local restaurants|Faster delivery,With roommates,Rarely 1-2/week,Craving specific dish,No festival ordering,Data/privacy|Unreliable delivery,Big discount,Use multiple apps,Price increased,Food as fuel,App recommendation,7,Request refund,Neutral/unsure,0,0
R1537,P1_Urban_Professional,25-34,Male,Metro,Self-employed,60k-1L,Multiple times/week,Late night|Breakfast,Chinese/Indo-Chinese|Pizza,Non-vegetarian,Raita/Chutney|Dessert,200-400,Up to 15,50-99/month,UPI,20-30 min,4,4,3,3,5,Scheduled delivery|Faster delivery,Yes regularly,Acceptable if justified,Swiggy|None,Late deliveries,Yes regularly,Neutral,Loyalty rewards,With roommates,Sometimes 3-4/week,Working late,Christmas/New Year|No specific pattern,No concerns,News/media,Never switched,Restaurant left,Brand loyal|Food as fuel,Search by cuisine,10,Contact support,Neutral/unsure,0,0
R1538,P3_Family_Weekend_Orderer,35-44,Male,Metro,Homemaker,15k-30k,Once a month,Breakfast|Dinner,South Indian,Eggetarian,Dessert|Papad,200-400,Up to 30,50-99/month,Credit card,20-30 min,3,4,4,3,3,More restaurants|Faster delivery,Yes occasionally,Acceptable with notice,Zomato|Dunzo,Late deliveries,Maybe,Comfortable,Faster delivery|Friend referral,Nuclear family,Almost always,Working late|Guests at home|Weekend mood,Onam|No festival ordering|Holi,Payment fraud,Friend recommendation,Switched and stayed,Price increased,Comfort food lover|Foodie explorer,Friends/WhatsApp,9,Request refund,Unlikely to use,0,0
R1539,P1_Urban_Professional,25-34,Male,Tier-2,Freelancer,30k-60k,Multiple times/week,Dinner,Chinese/Indo-Chinese|Biryani|Fast food,Non-vegetarian,Cold drink/Lassi,200-400,Up to 30,100-199/month,Credit card,20-30 min,4,3,2,3,4,More restaurants,No always individual,Strongly dislike,Zomato|Swiggy,Hidden charges,Yes occasionally,Very comfortable,Loyalty rewards|Friend referral,Nuclear family,Sometimes 3-4/week,Guests at home,No festival ordering|Christmas/New Year,Payment fraud|Data/privacy,Friend recommendation,Use multiple apps,Price increased,Health conscious|Foodie explorer,App recommendation,7,Do nothing,Likely will use,1,0
R1540,P3_Family_Weekend_Orderer,35-44,Female,Rural,Salaried (private),15k-30k,Once a week,Dinner|Lunch,South Indian|North Indian|Chinese/Indo-Chinese,Pure vegetarian,Dessert|Cold drink/Lassi|Raita/Chutney,700-1200,Up to 30,50-99/month,Credit card,30-45 min,3,5,3,3,3,Faster delivery|More restaurants,Yes regularly,Would wait,Zomato,App crashes,Yes regularly,Neutral,Nothing - loyal|Friend referral,Nuclear family,Sometimes 3-4/week,Weekend mood,No festival ordering|Holi|No specific pattern,Food quality|No concerns,Friend recommendation,Never switched,Bad deliveries,Foodie explorer,Friends/WhatsApp,6,Stop using app,Neutral/unsure,0,0
R1541,P4_Tier2_Explorer,25-34,Female,Tier-2,Student,Below 15k,Never,Lunch|Late night|Evening snacks,South Indian|Biryani,Eggetarian,Dessert|Papad|Raita/Chutney,400-700,0 (free only),Not interested,UPI,30-45 min,4,4,5,4,2,More restaurants,No always individual,Acceptable with notice,ONDC,High delivery fee,Yes occasionally,Comfortable,Friend referral|Nothing - loyal,With roommates,Sometimes 3-4/week,Festival/celebration,Navratri|Eid|Onam,Payment fraud,Big discount,Never switched,Better discounts elsewhere,Trend follower|Food as fuel,Friends/WhatsApp,1,Request refund,Likely will use,1,0
R1542,P1_Urban_Professional,35-44,Female,Metro,Salaried (private),30k-60k,Daily,Dinner,Chinese/Indo-Chinese|Biryani,Eggetarian,Raita/Chutney|Dessert|Cold drink/Lassi,400-700,More than 80,Up to 49/month,UPI,20-30 min,4,5,4,3,4,Transparent fees,Yes regularly,Acceptable with notice,ONDC,Late deliveries,Yes occasionally,Not at all,Loyalty rewards|Faster delivery,Alone (PG/hostel),Almost always,Guests at home|Festival/celebration|Working late,No specific pattern|Navratri|Diwali,No concerns|Food quality,Friend recommendation,Switched back,Better discounts elsewhere,Comfort food lover,App recommendation,8,Leave bad review,Likely will use,1,0
R1543,P3_Family_Weekend_Orderer,45-54,Female,Metro,Retired,15k-30k,Once a month,Lunch|Dinner|Evening snacks,Chinese/Indo-Chinese|North Indian,Non-vegetarian,Papad|Salad,700-1200,Up to 80,200+/month,UPI,20-30 min,4,4,4,4,3,Transparent fees,No always individual,Acceptable with notice,Zomato|Swiggy,Hidden charges,Probably not,Neutral,Friend referral,Nuclear family,Sometimes 3-4/week,Guests at home|Raining/bad weather,Diwali,Food quality,Big discount,Never switched,Price increased,Trend follower|Health conscious,Friends/WhatsApp,4,Contact support,Definitely will use,1,0
R1544,P1_Urban_Professional,25-34,Male,Tier-3,Retired,60k-1L,Daily,Lunch|Late night,Fast food|Biryani|North Indian,Vegan,Cold drink/Lassi|Salad,200-400,Up to 50,50-99/month,UPI,45-60 min,4,5,3,4,3,Better support|More restaurants,Yes occasionally,Acceptable if justified,Zomato|Swiggy,App crashes,Yes occasionally,Comfortable,Friend referral,Alone (PG/hostel),Never,Working late|Festival/celebration,Eid,Food quality|Unreliable delivery,News/media,Switched back,Friend recommendation,Trend follower|Brand loyal,Always same places,10,Request refund,Likely will use,1,0
R1545,P6_Senior_Homemaker,55+,Female,Tier-3,Salaried (govt),30k-60k,Never,Breakfast|Dinner,Desserts|Biryani,Non-vegetarian,Salad|Cold drink/Lassi,200-400,Up to 15,50-99/month,Cash on delivery,Over 60 min,3,3,3,3,3,Subscription plan,Yes occasionally,Would wait,Zomato|ONDC,High delivery fee,Maybe,Neutral,Nothing - loyal,Nuclear family,Every meal,Festival/celebration|Guests at home|Watching match/movie,Durga Puja|No festival ordering|Onam,Data/privacy,News/media,Never switched,Better discounts elsewhere,Comfort food lover,Friends/WhatsApp,5,Leave bad review,Unlikely to use,0,1
R1546,P2_Price_Sensitive_Student,18-24,Female,Metro,Student,15k-30k,Multiple times/week,Dinner|Evening snacks,Pizza|Street food|North Indian,Non-vegetarian,Raita/Chutney,100-200,Up to 15,Not interested,UPI,20-30 min,5,3,4,4,3,Subscription plan|More restaurants,Rarely,Would switch apps,Direct restaurant|Zomato|Swiggy,High delivery fee,No,Neutral,Friend referral,Alone (PG/hostel),Rarely 1-2/week,Weekend mood,Holi,No refund,Money-back guarantee,Switched and stayed,Friend recommendation,Food as fuel,App recommendation,4,Contact support,Unlikely to use,0,0
